profile id,#friends,#following,#community,age,#postshared,#urlshared,#photos/videos,fpurls,fpphotos/videos,avgcomment/post,likes/post,tags/post,#tags/post,Label
187,1901,1158,84.0,771.0,1123.0,37.0,1006.0,32900000000000.0,89600000000000.0,171.0,105.0,71.0,28.0,0.0
188,1245,814,54.0,1197.0,1199.0,27.0,1100.0,22500000000000.0,91700000000000.0,433.0,108.0,61.0,17.0,0.0
189,1211,911,27.0,1167.0,1181.0,57.0,1036.0,48300000000000.0,87700000000000.0,411.0,109.0,58.0,18.0,0.0
190,1231,719,77.0,1155.0,1236.0,98.0,1046.0,79300000000000.0,8460000000000.0,412.0,106.0,44.0,16.0,0.0
191,891,1121,57.0,1177.0,1781.0,58.0,1188.0,32600000000000.0,66700000000000.0,413.0,112.0,34.0,14.0,0.0
192,1121,1494,37.0,1319.0,1655.0,64.0,1277.0,38700000000000.0,77200000000000.0,418.0,97.0,54.0,13.0,0.0
193,1911,1394,67.0,1416.0,1444.0,61.0,1344.0,42200000000000.0,93100000000000.0,419.0,88.0,64.0,12.0,0.0
194,2101,1277,48.0,1466.0,1344.0,31.0,1311.0,23100000000000.0,97500000000000.0,426.0,68.0,84.0,10.0,0.0
195,1713,1377,44.0,1966.0,1433.0,81.0,1413.0,5650000000000.0,98600000000000.0,121.0,78.0,94.0,9.0,0.0
197,1613,1287,54.0,1978.0,1366.0,77.0,1357.0,56400000000000.0,99300000000000.0,196.0,79.0,74.0,8.0,0.0
198,1694,1188,34.0,1811.0,1397.0,59.0,1388.0,42200000000000.0,99400000000000.0,188.0,73.0,14.0,6.0,0.0
199,1513,1198,24.0,711.0,693.0,69.0,654.0,996000000000.0,94400000000000.0,29.0,74.0,24.0,26.0,0.0
200,744,911,45.0,811.0,775.0,63.0,712.0,81300000000000.0,91900000000000.0,26.0,122.0,88.0,24.0,0.0
201,582,652,24.0,852.0,652.0,25.0,642.0,38300000000000.0,98500000000000.0,199.0,119.0,99.0,21.0,0.0
202,652,785,55.0,985.0,786.0,42.0,765.0,53400000000000.0,97300000000000.0,211.0,122.0,52.0,18.0,0.0
203,1222,1235,56.0,1325.0,1524.0,45.0,1324.0,29500000000000.0,86900000000000.0,231.0,147.0,54.0,14.0,0.0
204,852,963,57.0,862.0,975.0,46.0,945.0,47200000000000.0,96900000000000.0,321.0,147.0,57.0,15.0,0.0
205,745,856,58.0,754.0,765.0,48.0,742.0,62700000000000.0,97000000000000.0,258.0,541.0,56.0,16.0,0.0
206,564,654,59.0,625.0,652.0,49.0,685.0,75200000000000.0,10500000000000.0,658.0,654.0,55.0,16.0,0.0
207,652,752,60.0,852.0,678.0,47.0,785.0,69300000000000.0,11600000000000.0,852.0,752.0,54.0,17.0,0.0
208,456,545,61.0,546.0,565.0,46.0,786.0,68521.0,13900000000000.0,962.0,852.0,56.0,18.0,0.0
209,654,754,61.0,785.0,564.0,48.0,561.0,85100000000000.0,99500000000000.0,632.0,258.0,54.0,19.0,0.0
210,785,852,62.0,795.0,852.0,49.0,752.0,57500000000000.0,88300000000000.0,542.0,852.0,55.0,9.0,0.0
211,564,654,41.0,741.0,582.0,41.0,502.0,70400000000000.0,86300000000000.0,963.0,258.0,56.0,10.0,0.0
212,639,658,42.0,674.0,610.0,42.0,625.0,68900000000000.0,10200000000000.0,582.0,369.0,57.0,8.0,0.0
213,963,1012,45.0,987.0,956.0,42.0,895.0,43900000000000.0,93600000000000.0,632.0,525.0,55.0,9.0,0.0
214,975,1122,46.0,996.0,945.0,43.0,896.0,45500000000000.0,79095079129715.0,785.0,582.0,56.0,7.0,0.0
215,896,875,36.0,900.0,852.0,45.0,845.0,52800000000000.0,99200000000000.0,452.0,586.0,55.0,8.0,0.0
216,785,795,37.0,805.0,750.0,44.0,750.0,58700000000000.0,1.0,789.0,854.0,54.0,6.0,0.0
217,856,865,38.0,880.0,840.0,45.0,841.0,53600000000000.0,10000000000000.0,865.0,541.0,45.0,6.0,0.0
218,892,921,39.0,925.0,852.0,46.0,900.0,54000000000000.0,1060000000000.0,255.0,852.0,46.0,4.0,0.0
